nome_algoritmo,cenario,tamanho_amostra,tempo_execucao_microsegundos,id_hardware,processador,ram,sistema_operacional,Intervalos de confiança,Média,Desvio padrão
Shell Sort,1,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,0,2,AMD Ryzen 5 5500,16,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,3668,2,AMD Ryzen 5 5500,16,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,1,2,AMD Ryzen 5 5500,16,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,28,2,AMD Ryzen 5 5500,16,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,90742,2,AMD Ryzen 5 5500,16,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,17,2,AMD Ryzen 5 5500,16,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,11,2,AMD Ryzen 5 5500,16,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,12,2,AMD Ryzen 5 5500,16,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,0,2,AMD Ryzen 5 5500,16,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2185,2,AMD Ryzen 5 5500,16,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,2,2,AMD Ryzen 5 5500,16,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,30,2,AMD Ryzen 5 5500,16,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,55496,2,AMD Ryzen 5 5500,16,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,16,2,AMD Ryzen 5 5500,16,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,0,2,AMD Ryzen 5 5500,16,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,14,2,AMD Ryzen 5 5500,16,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,12,2,AMD Ryzen 5 5500,16,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,65,2,AMD Ryzen 5 5500,16,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,28,2,AMD Ryzen 5 5500,16,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,66,2,AMD Ryzen 5 5500,16,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,27,2,AMD Ryzen 5 5500,16,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,27,2,AMD Ryzen 5 5500,16,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,53,2,AMD Ryzen 5 5500,16,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,200,2,AMD Ryzen 5 5500,16,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,161,2,AMD Ryzen 5 5500,16,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,738,2,AMD Ryzen 5 5500,16,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,37,2,AMD Ryzen 5 5500,16,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,4,2,AMD Ryzen 5 5500,16,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,3662,2,AMD Ryzen 5 5500,16,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,1,2,AMD Ryzen 5 5500,16,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,32,2,AMD Ryzen 5 5500,16,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,90725,2,AMD Ryzen 5 5500,16,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,0,2,AMD Ryzen 5 5500,16,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,21,2,AMD Ryzen 5 5500,16,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,0,2,AMD Ryzen 5 5500,16,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2157,2,AMD Ryzen 5 5500,16,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,2,2,AMD Ryzen 5 5500,16,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,37,2,AMD Ryzen 5 5500,16,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,54546,2,AMD Ryzen 5 5500,16,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,16,2,AMD Ryzen 5 5500,16,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,0,2,AMD Ryzen 5 5500,16,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,3,2,AMD Ryzen 5 5500,16,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,11,2,AMD Ryzen 5 5500,16,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,68,2,AMD Ryzen 5 5500,16,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,29,2,AMD Ryzen 5 5500,16,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,62,2,AMD Ryzen 5 5500,16,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,25,2,AMD Ryzen 5 5500,16,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,15,2,AMD Ryzen 5 5500,16,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,66,2,AMD Ryzen 5 5500,16,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,222,2,AMD Ryzen 5 5500,16,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,149,2,AMD Ryzen 5 5500,16,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,703,2,AMD Ryzen 5 5500,16,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,37,2,AMD Ryzen 5 5500,16,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,11,2,AMD Ryzen 5 5500,16,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,3658,2,AMD Ryzen 5 5500,16,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,0,2,AMD Ryzen 5 5500,16,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,27,2,AMD Ryzen 5 5500,16,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,90742,2,AMD Ryzen 5 5500,16,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,8,2,AMD Ryzen 5 5500,16,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,10,2,AMD Ryzen 5 5500,16,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,12,2,AMD Ryzen 5 5500,16,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2194,2,AMD Ryzen 5 5500,16,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,2,2,AMD Ryzen 5 5500,16,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,39,2,AMD Ryzen 5 5500,16,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,54133,2,AMD Ryzen 5 5500,16,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,0,2,AMD Ryzen 5 5500,16,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,0,2,AMD Ryzen 5 5500,16,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,0,2,AMD Ryzen 5 5500,16,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,16,2,AMD Ryzen 5 5500,16,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,66,2,AMD Ryzen 5 5500,16,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,35,2,AMD Ryzen 5 5500,16,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,54,2,AMD Ryzen 5 5500,16,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,14,2,AMD Ryzen 5 5500,16,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,27,2,AMD Ryzen 5 5500,16,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,13,2,AMD Ryzen 5 5500,16,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,55,2,AMD Ryzen 5 5500,16,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,213,2,AMD Ryzen 5 5500,16,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,161,2,AMD Ryzen 5 5500,16,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,684,2,AMD Ryzen 5 5500,16,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,36,2,AMD Ryzen 5 5500,16,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,4,2,AMD Ryzen 5 5500,16,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,3681,2,AMD Ryzen 5 5500,16,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,1,2,AMD Ryzen 5 5500,16,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,26,2,AMD Ryzen 5 5500,16,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,90736,2,AMD Ryzen 5 5500,16,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,0,2,AMD Ryzen 5 5500,16,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,15,2,AMD Ryzen 5 5500,16,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,0,2,AMD Ryzen 5 5500,16,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2189,2,AMD Ryzen 5 5500,16,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,2,2,AMD Ryzen 5 5500,16,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,51,2,AMD Ryzen 5 5500,16,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,54258,2,AMD Ryzen 5 5500,16,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,16,2,AMD Ryzen 5 5500,16,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,1,2,AMD Ryzen 5 5500,16,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,14,2,AMD Ryzen 5 5500,16,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,11,2,AMD Ryzen 5 5500,16,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,66,2,AMD Ryzen 5 5500,16,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,39,2,AMD Ryzen 5 5500,16,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,53,2,AMD Ryzen 5 5500,16,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,12,2,AMD Ryzen 5 5500,16,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,27,2,AMD Ryzen 5 5500,16,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,17,2,AMD Ryzen 5 5500,16,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,55,2,AMD Ryzen 5 5500,16,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,201,2,AMD Ryzen 5 5500,16,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,160,2,AMD Ryzen 5 5500,16,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,684,2,AMD Ryzen 5 5500,16,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,36,2,AMD Ryzen 5 5500,16,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,5,2,AMD Ryzen 5 5500,16,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,3653,2,AMD Ryzen 5 5500,16,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,1,2,AMD Ryzen 5 5500,16,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,25,2,AMD Ryzen 5 5500,16,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,90760,2,AMD Ryzen 5 5500,16,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,0,2,AMD Ryzen 5 5500,16,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,15,2,AMD Ryzen 5 5500,16,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,0,2,AMD Ryzen 5 5500,16,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2168,2,AMD Ryzen 5 5500,16,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,2,2,AMD Ryzen 5 5500,16,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,31,2,AMD Ryzen 5 5500,16,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,55276,2,AMD Ryzen 5 5500,16,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,19,2,AMD Ryzen 5 5500,16,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,15,2,AMD Ryzen 5 5500,16,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,1,2,AMD Ryzen 5 5500,16,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,10,2,AMD Ryzen 5 5500,16,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,53,2,AMD Ryzen 5 5500,16,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,25,2,AMD Ryzen 5 5500,16,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,67,2,AMD Ryzen 5 5500,16,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,12,2,AMD Ryzen 5 5500,16,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,27,2,AMD Ryzen 5 5500,16,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,13,2,AMD Ryzen 5 5500,16,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,54,2,AMD Ryzen 5 5500,16,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,253,2,AMD Ryzen 5 5500,16,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,158,2,AMD Ryzen 5 5500,16,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,739,2,AMD Ryzen 5 5500,16,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,41,2,AMD Ryzen 5 5500,16,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,3,2,AMD Ryzen 5 5500,16,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,3671,2,AMD Ryzen 5 5500,16,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,1,2,AMD Ryzen 5 5500,16,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,32,2,AMD Ryzen 5 5500,16,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,90731,2,AMD Ryzen 5 5500,16,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,0,2,AMD Ryzen 5 5500,16,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,22,2,AMD Ryzen 5 5500,16,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,6,2,AMD Ryzen 5 5500,16,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2160,2,AMD Ryzen 5 5500,16,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,0,2,AMD Ryzen 5 5500,16,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,36,2,AMD Ryzen 5 5500,16,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,54577,2,AMD Ryzen 5 5500,16,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,11,2,AMD Ryzen 5 5500,16,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,10,2,AMD Ryzen 5 5500,16,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,6,2,AMD Ryzen 5 5500,16,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,11,2,AMD Ryzen 5 5500,16,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,78,2,AMD Ryzen 5 5500,16,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,32,2,AMD Ryzen 5 5500,16,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,59,2,AMD Ryzen 5 5500,16,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,2,2,AMD Ryzen 5 5500,16,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,3,2,AMD Ryzen 5 5500,16,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,28,2,AMD Ryzen 5 5500,16,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,20,2,AMD Ryzen 5 5500,16,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,60,2,AMD Ryzen 5 5500,16,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,223,2,AMD Ryzen 5 5500,16,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,157,2,AMD Ryzen 5 5500,16,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,757,2,AMD Ryzen 5 5500,16,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,37,2,AMD Ryzen 5 5500,16,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,3,2,AMD Ryzen 5 5500,16,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,3653,2,AMD Ryzen 5 5500,16,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,1,2,AMD Ryzen 5 5500,16,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,22,2,AMD Ryzen 5 5500,16,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,90721,2,AMD Ryzen 5 5500,16,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,1,2,AMD Ryzen 5 5500,16,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,15,2,AMD Ryzen 5 5500,16,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,0,2,AMD Ryzen 5 5500,16,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2171,2,AMD Ryzen 5 5500,16,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,2,2,AMD Ryzen 5 5500,16,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,41,2,AMD Ryzen 5 5500,16,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,55675,2,AMD Ryzen 5 5500,16,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,16,2,AMD Ryzen 5 5500,16,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,2,AMD Ryzen 5 5500,16,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,15,2,AMD Ryzen 5 5500,16,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,0,2,AMD Ryzen 5 5500,16,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,16,2,AMD Ryzen 5 5500,16,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,53,2,AMD Ryzen 5 5500,16,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,28,2,AMD Ryzen 5 5500,16,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,66,2,AMD Ryzen 5 5500,16,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,0,2,AMD Ryzen 5 5500,16,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,18,2,AMD Ryzen 5 5500,16,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,24,2,AMD Ryzen 5 5500,16,Windows 11,23.281 a 24.993,24.137,4.816
